"","M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
"9817",5,4,2,4,4,5,5,2,4,4,1,2,2,5,2,2,2,4,3,3,1,2,4,2,2,4,1,"US",1
"9818",3,2,2,2,1,2,4,4,4,5,3,3,3,2,4,3,4,3,1,5,4,1,1,3,4,1,4,"IN",1
"9819",4,3,2,3,2,3,4,0,5,1,4,2,2,4,4,2,2,1,2,5,1,3,2,1,5,1,1,"US",2
"9820",5,2,1,1,4,5,5,2,1,2,5,1,1,1,5,3,1,1,2,2,2,4,1,5,5,1,5,"GB",3
"9821",5,5,4,5,5,4,5,4,5,5,5,2,4,4,4,4,1,4,4,2,2,1,5,4,4,4,3,"GB",3
"9822",4,3,4,4,3,3,4,4,3,2,4,2,2,3,4,2,3,4,2,4,0,2,2,2,5,1,2,"AU",1
"9823",5,4,4,4,4,4,5,3,4,3,2,2,4,4,1,4,3,5,4,3,4,1,4,3,1,2,5,"US",3
"9824",5,5,4,5,5,5,5,5,5,3,2,2,2,4,2,2,1,4,4,3,2,1,4,3,5,3,3,"CA",1
"9825",5,4,4,4,2,2,4,3,4,2,4,2,4,2,4,3,4,5,2,4,3,2,3,4,5,2,3,"ZA",1
"9826",3,2,2,2,2,3,4,3,4,2,2,2,2,2,3,3,3,3,2,5,1,1,4,2,5,2,2,"IN",3
"9827",5,3,3,4,4,4,5,4,4,3,3,3,2,4,3,2,3,3,1,3,2,2,3,2,2,3,2,"GB",2
"9828",4,5,4,2,5,4,4,2,4,5,2,2,1,1,2,2,4,4,5,3,2,4,5,5,5,3,2,"GB",1
"9829",3,2,4,2,4,4,4,2,3,3,2,4,3,3,4,3,4,4,4,3,2,4,4,5,5,4,2,"CH",1
"9830",3,1,2,1,1,1,4,2,1,1,3,1,1,1,2,1,4,2,1,4,1,1,2,1,5,1,1,"PL",1
"9831",3,3,3,4,2,1,4,2,4,4,5,2,4,3,5,3,2,3,3,4,1,1,2,4,4,3,2,"US",1
"9832",2,4,2,4,4,4,4,4,4,2,3,2,2,3,4,3,2,3,4,4,4,4,5,3,4,3,2,"US",2
"9833",3,1,3,4,2,2,4,4,3,4,3,2,3,4,1,2,2,4,2,4,1,2,2,2,2,2,2,"US",2
"9834",5,5,5,5,4,4,5,2,4,5,5,1,4,5,5,5,1,1,2,2,1,1,2,2,5,1,2,"US",3
"9835",5,5,5,5,5,5,5,4,5,4,1,5,4,5,3,5,3,3,4,2,1,5,4,3,2,4,3,"US",3
"9836",3,4,2,4,3,4,5,2,4,4,3,2,2,3,4,2,3,2,2,1,2,3,4,2,4,2,3,"US",1
"9837",5,4,4,4,5,5,5,5,5,3,4,2,1,2,4,1,4,2,5,1,2,4,2,5,1,4,4,"CA",2
"9838",5,4,5,4,5,4,5,5,5,3,3,2,2,5,2,4,2,2,4,4,2,1,4,4,5,5,5,"DE",1
"9839",5,3,3,4,4,2,5,4,5,1,5,1,2,2,5,2,2,1,4,2,2,2,4,4,5,1,1,"FI",1
"9840",4,4,3,4,5,4,4,3,5,4,3,3,4,5,1,4,1,4,4,4,2,3,5,4,3,3,4,"RO",1
"9841",4,2,2,2,2,2,4,2,1,2,5,1,1,2,4,1,3,2,1,4,2,2,2,1,2,1,1,"US",1
"9842",4,1,1,1,1,1,4,2,2,2,4,1,1,1,4,1,5,1,2,4,1,1,2,1,4,1,1,"GB",3
"9843",4,1,3,2,1,1,3,1,3,2,1,2,1,1,4,3,2,1,1,3,1,1,1,1,5,1,1,"US",2
"9844",5,4,3,4,5,4,5,5,5,4,1,3,4,4,2,4,1,3,4,4,2,3,4,3,5,4,4,"GB",3
"9845",4,4,3,5,4,4,5,4,5,2,5,2,3,4,2,4,1,5,1,4,1,2,1,1,2,1,2,"US",1
"9846",4,2,3,4,1,3,4,2,2,3,3,2,3,4,3,5,4,3,1,5,1,1,4,3,2,1,1,"US",1
"9847",3,2,2,3,2,3,4,4,5,1,5,2,2,2,4,2,4,3,1,4,1,2,4,1,4,4,2,"US",2
"9848",5,5,5,5,5,5,5,4,5,3,4,1,5,5,5,1,5,5,3,1,5,5,4,5,1,5,1,"US",1
"9849",4,2,2,4,3,5,5,2,4,2,3,1,1,5,4,2,4,2,1,4,1,1,4,1,5,1,1,"US",1
"9850",4,4,4,3,4,4,5,4,5,4,2,4,3,5,2,3,2,4,4,3,2,2,4,4,3,3,4,"US",2
"9851",5,5,1,5,4,5,5,2,4,4,5,2,1,5,4,4,4,1,4,2,1,2,4,2,3,1,1,"US",1
"9852",4,3,3,2,4,3,5,2,4,2,5,1,1,4,4,1,5,4,1,3,4,2,5,1,2,2,1,"US",3
"9853",3,2,2,3,2,2,3,1,3,4,3,2,3,3,4,2,5,3,2,3,2,1,2,2,4,1,2,"US",1
"9854",5,5,4,4,5,5,5,4,5,4,2,2,1,4,4,5,4,3,5,2,3,3,5,5,1,5,4,"GB",1
"9855",3,3,3,4,3,4,4,2,4,4,4,3,3,2,3,2,4,3,2,2,2,2,4,2,2,3,2,"US",1
"9856",4,5,4,3,0,4,5,5,5,2,2,2,4,5,2,2,1,4,2,2,2,2,4,2,2,5,3,"CN",3
"9857",3,1,3,4,3,3,5,3,4,3,4,3,3,3,2,2,2,3,2,4,1,1,1,3,4,4,3,"US",1
"9858",5,5,4,5,5,5,5,5,5,4,2,4,3,5,2,5,1,4,4,2,4,1,4,4,5,5,3,"SI",1
"9859",4,3,4,4,2,4,5,2,3,3,4,2,4,3,4,1,2,2,2,4,3,1,4,2,4,2,1,"US",2
"9860",5,5,3,4,5,5,5,5,5,4,4,2,2,5,2,3,1,4,3,3,2,2,4,5,2,3,4,"US",1
"9861",5,1,3,5,3,1,5,1,5,1,5,1,1,2,5,4,3,3,1,5,1,3,3,1,5,1,1,"NO",1
"9862",5,2,3,3,3,1,3,1,3,3,5,3,3,3,5,1,3,2,2,5,3,3,1,1,3,3,1,"US",1
"9863",4,5,3,2,5,5,5,5,5,2,3,3,4,4,2,2,1,5,4,3,4,3,5,4,2,5,5,"US",1
"9864",5,4,5,5,5,5,5,5,4,3,4,3,4,5,1,1,5,5,2,4,1,3,5,2,5,5,5,"US",1
"9865",5,3,2,4,3,1,4,2,4,2,2,2,2,4,2,2,4,2,1,4,2,1,4,2,5,4,2,"US",1
"9866",2,4,2,3,1,2,4,1,1,2,3,4,1,1,2,2,2,3,4,4,1,3,4,1,5,1,2,"CA",2
"9867",4,1,4,4,1,1,4,3,3,3,5,2,2,1,3,4,2,5,1,4,1,1,1,2,2,2,1,"US",3
"9868",4,3,3,3,2,2,4,2,3,4,5,1,1,2,3,1,5,2,1,5,1,1,2,1,5,1,1,"US",1
"9869",2,1,1,1,1,3,4,1,3,4,2,1,2,1,2,1,3,4,2,3,2,4,3,1,5,1,1,"US",3
"9870",2,2,2,4,3,4,4,2,3,3,2,2,3,3,3,2,2,3,1,3,1,2,3,2,5,1,2,"US",1
"9871",4,3,4,4,2,3,4,2,5,5,4,3,3,2,4,5,1,4,3,2,1,2,3,4,1,2,3,"US",3
"9872",5,5,5,5,5,4,4,2,4,2,3,3,2,4,5,3,1,5,4,4,5,1,4,5,5,3,4,"US",1
"9873",4,4,4,4,4,4,4,3,4,5,1,4,5,4,5,2,1,4,4,2,2,4,5,4,2,3,5,"US",1
"9874",5,4,5,5,5,4,5,5,5,3,2,2,2,5,5,2,4,4,2,5,5,3,5,5,5,2,2,"BR",3
"9875",4,4,2,3,4,4,4,3,4,3,4,3,2,3,4,2,4,2,3,4,1,2,4,4,4,3,4,"GB",3
"9876",3,0,3,2,2,3,3,2,3,4,3,3,2,4,3,2,2,3,2,4,2,2,2,2,4,2,2,"US",3
"9877",3,4,2,2,2,2,4,1,3,4,3,2,3,4,3,3,2,1,1,5,2,1,1,2,5,1,2,"US",1
"9878",4,4,5,5,4,4,5,4,4,3,3,2,4,4,4,4,2,3,3,4,5,4,5,3,3,1,4,"AR",1
"9879",4,3,2,4,4,4,4,4,5,1,5,1,2,2,4,2,4,1,1,4,2,2,4,2,1,2,2,"US",1
"9880",4,2,2,1,4,4,1,2,5,3,2,2,4,2,1,4,1,4,3,3,3,3,2,2,2,3,1,"US",1
"9881",5,2,5,3,5,5,5,3,4,3,5,1,1,4,5,1,1,4,3,5,3,1,3,3,5,1,4,"US",1
"9882",4,5,4,4,5,5,5,3,4,3,3,3,3,4,2,3,2,3,4,3,1,2,4,3,3,4,2,"US",1
"9883",5,5,5,5,5,5,5,5,5,1,3,1,1,5,5,1,1,1,3,5,1,1,5,5,5,1,5,"GB",1
"9884",4,5,3,3,1,2,5,3,2,2,2,1,3,2,5,3,4,5,3,4,2,1,4,2,5,1,2,"US",1
"9885",4,3,3,5,4,4,4,4,4,2,5,2,1,1,4,2,4,2,3,4,4,4,3,3,4,1,3,"US",1
"9886",5,4,4,5,5,5,5,4,5,5,1,3,2,5,1,1,1,4,4,1,2,4,5,4,1,1,4,"US",1
"9887",5,5,3,5,5,5,5,4,5,2,3,4,2,4,3,1,3,3,3,1,5,5,4,4,1,4,3,"US",1
"9888",5,1,2,2,4,3,5,2,5,5,2,5,3,4,4,4,1,5,4,4,4,2,3,4,5,1,1,"US",1
"9889",5,5,5,5,5,5,5,4,5,5,1,5,1,5,1,1,1,2,5,1,5,2,5,3,5,1,5,"US",1
"9890",5,2,5,4,3,4,4,3,4,2,5,2,4,4,2,1,2,2,1,4,2,1,4,2,5,1,2,"US",1
"9891",5,4,5,4,5,5,5,4,5,3,4,2,4,4,4,2,3,3,2,3,3,3,5,3,4,1,3,"US",1
"9892",5,4,4,4,3,4,5,2,4,2,5,1,2,3,5,1,2,2,3,3,4,1,2,2,5,1,1,"US",1
"9893",3,3,4,4,2,4,5,4,4,3,2,2,3,3,3,3,3,3,2,2,3,2,4,3,2,3,5,"US",3
"9894",4,4,4,3,5,4,5,5,5,5,1,5,5,4,1,5,1,5,2,3,4,1,4,5,5,2,3,"US",3
"9895",5,4,2,4,4,4,5,3,3,1,5,1,1,2,5,1,1,1,3,3,2,1,4,1,3,1,1,"US",1
"9896",3,2,3,3,3,3,4,2,3,3,1,3,3,3,4,2,4,3,3,3,2,1,2,2,4,1,1,"US",1
"9897",4,4,4,4,4,4,5,3,4,2,2,2,4,3,2,3,3,2,2,3,4,3,4,3,2,5,3,"KE",1
"9898",5,5,5,5,5,5,5,5,5,2,5,2,3,5,3,2,5,4,5,2,5,4,5,5,1,4,5,"US",1
"9899",5,5,4,3,5,5,5,3,5,4,3,4,2,4,2,2,2,4,3,3,5,2,5,5,2,4,4,"US",1
"9900",5,5,3,4,4,4,5,4,5,4,3,4,5,3,2,4,4,4,3,1,1,1,4,2,3,4,3,"US",1
"9901",5,5,4,5,3,5,5,5,5,4,1,2,2,2,3,1,2,4,4,4,1,1,4,4,2,4,1,"AU",1
"9902",4,4,5,4,5,4,4,4,5,3,3,3,3,5,2,4,1,5,3,1,2,4,4,2,4,4,4,"SI",1
"9903",4,3,2,3,3,3,5,3,5,3,4,3,2,4,2,2,4,5,4,3,5,2,3,3,2,3,2,"IN",2
"9904",5,5,5,5,5,4,5,4,4,3,3,3,5,5,3,3,1,5,2,2,1,3,2,4,5,3,4,"ID",1
"9905",5,5,5,5,5,2,5,4,4,5,2,5,2,3,2,4,4,4,3,2,3,4,4,5,3,4,5,"US",1
"9906",4,1,1,1,1,1,3,1,1,3,3,1,1,3,4,1,3,2,1,5,1,1,1,1,5,1,1,"AU",1
"9907",3,5,5,3,3,3,1,1,2,5,1,3,3,4,4,5,4,3,1,1,2,4,1,2,5,2,3,"ID",1
"9908",4,2,3,2,3,4,5,2,4,2,4,1,3,3,5,2,4,2,1,4,1,1,3,2,5,1,2,"AU",1
"9909",2,2,2,1,1,1,5,3,5,3,3,1,3,1,2,3,1,3,1,4,1,3,1,2,4,1,1,"DE",3
"9910",3,4,3,2,4,4,4,3,4,3,2,2,2,4,2,2,2,3,2,3,2,2,5,4,2,1,3,"NZ",1
"9911",5,5,5,4,5,5,4,5,5,3,4,4,3,4,1,4,2,4,4,5,5,5,5,4,5,5,5,"FI",3
"9912",5,4,4,4,4,4,4,4,4,2,3,4,2,4,2,2,3,4,4,3,2,3,4,3,4,4,4,"BG",1
"9913",3,4,3,4,4,4,5,3,4,3,4,2,2,3,3,2,3,4,3,2,3,4,4,3,5,4,5,"FI",3
"9914",5,3,5,1,3,3,5,5,3,5,2,1,3,2,4,1,4,5,5,4,1,3,4,1,3,5,2,"US",1
"9915",4,1,2,2,1,1,4,2,2,3,5,2,1,3,4,1,2,1,2,5,1,1,2,1,5,1,1,"AU",1
"9916",4,2,3,4,3,2,4,2,2,2,2,3,4,4,2,2,1,3,2,4,2,2,2,3,5,1,2,"GB",3
"9917",5,4,3,5,5,1,5,5,5,5,2,5,4,5,1,5,1,5,5,1,2,2,1,4,2,2,5,"TH",2
"9918",5,5,5,3,5,5,5,4,5,4,3,5,4,5,4,5,1,5,5,1,5,5,5,5,1,5,3,"US",1
"9919",5,1,1,1,1,1,4,3,1,3,5,1,1,1,4,1,3,2,2,5,1,1,1,1,5,1,1,"US",3
"9920",5,5,5,4,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,2,5,5,5,5,5,"US",2
"9921",5,4,4,2,4,5,5,3,5,4,3,3,3,4,5,3,1,3,5,3,3,4,5,4,4,5,4,"GB",1
"9922",4,4,5,5,5,5,5,4,4,2,2,3,2,5,4,3,2,4,3,4,5,3,4,3,5,1,3,"SG",2
"9923",5,5,5,5,5,5,5,4,5,2,4,3,4,5,2,4,2,4,4,1,2,4,5,5,5,5,5,"US",3
"9924",4,3,2,4,3,2,4,2,4,4,3,2,4,3,4,2,2,4,2,4,2,2,4,3,3,4,4,"ZA",1
"9925",4,4,5,2,4,5,5,4,4,3,2,4,2,4,5,3,2,3,4,2,2,3,4,3,4,4,2,"GB",1
"9926",4,2,3,4,2,2,4,3,4,4,4,3,4,3,4,2,2,2,1,5,2,2,4,1,4,2,2,"AU",1
"9927",4,4,5,4,4,4,5,3,5,4,2,2,2,4,5,5,2,3,3,4,3,2,3,4,5,3,4,"GB",1
"9928",5,5,3,4,3,5,5,4,5,4,5,2,4,5,3,2,2,4,2,3,2,2,5,3,5,2,2,"DE",1
"9929",5,4,5,4,2,3,1,4,2,3,3,5,1,2,4,2,3,4,5,4,1,2,3,1,5,1,2,"GB",2
"9930",4,2,2,4,3,4,4,3,4,4,3,2,1,2,5,1,4,2,2,3,4,2,4,3,4,1,2,"GB",1
"9931",5,4,4,4,3,4,4,3,5,2,2,2,2,4,2,1,4,3,3,5,3,3,5,3,1,2,4,"US",3
"9932",5,2,4,4,2,4,5,3,4,4,4,1,2,2,2,1,3,3,3,4,2,1,3,3,4,2,1,"AT",2
"9933",5,5,5,5,5,5,5,5,5,3,5,1,2,5,2,3,1,2,5,3,2,2,5,5,5,5,5,"VN",1
"9934",4,3,4,4,2,4,4,1,5,5,1,4,1,4,3,3,1,4,5,4,2,3,4,2,2,5,2,"US",2
"9935",5,5,5,5,5,5,5,5,5,4,2,5,3,5,2,5,1,5,3,2,1,5,5,4,2,2,5,"GB",1
"9936",2,1,3,4,1,2,3,2,4,4,2,2,2,4,2,3,2,3,1,4,2,1,2,2,5,1,1,"US",2
"9937",4,4,2,3,2,2,4,3,3,1,4,1,2,2,4,2,2,3,1,4,1,1,4,1,5,1,2,"GB",3
"9938",4,3,1,3,3,5,4,4,5,1,5,1,2,2,2,2,4,3,3,4,4,1,4,2,5,1,1,"SE",1
"9939",4,5,5,5,4,4,3,5,5,5,1,4,5,5,4,4,2,4,4,4,4,5,5,5,2,4,5,"ID",1
"9940",5,5,2,5,4,5,5,5,5,3,4,1,5,1,5,3,3,4,5,5,4,5,1,5,3,3,5,"ID",1
"9941",5,4,4,3,4,4,5,3,4,4,2,4,2,5,4,4,2,5,5,2,5,5,4,3,1,5,4,"RU",2
"9942",2,3,3,2,2,2,5,4,4,4,3,3,2,2,4,2,3,4,4,2,2,2,3,3,2,4,1,"QA",1
"9943",4,3,3,2,2,2,4,3,3,2,2,1,1,4,4,4,4,4,2,4,1,1,4,1,3,3,1,"GB",1
"9944",5,5,5,4,5,5,1,5,5,3,3,4,2,5,4,3,1,5,4,4,5,4,5,2,4,2,5,"GB",2
"9945",4,2,3,2,2,2,3,2,2,2,4,2,2,2,4,2,4,2,2,4,2,3,3,2,2,3,2,"IE",3
"9946",4,4,4,4,4,4,5,3,4,5,2,4,4,4,3,3,2,4,4,3,4,1,4,3,3,5,3,"CA",3
"9947",2,4,4,4,4,4,4,4,4,2,2,4,4,3,2,4,1,4,3,3,4,2,2,3,3,5,4,"GB",3
"9948",5,5,5,4,5,5,5,3,5,5,4,3,5,5,1,5,1,2,5,2,2,2,5,5,2,2,5,"US",1
"9949",5,5,5,3,4,5,5,4,5,5,3,3,4,5,2,5,5,5,5,2,3,4,5,4,3,4,5,"US",3
"9950",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,3,3,5,5,5,1,5,"HR",1
"9951",5,5,5,3,5,4,5,5,5,4,4,2,3,5,2,5,1,4,4,2,1,2,5,5,5,5,5,"US",1
"9952",5,4,2,2,1,1,4,2,4,4,3,4,2,2,4,4,3,2,1,2,1,2,1,4,5,2,2,"US",1
"9953",1,4,1,1,1,1,3,1,3,2,3,1,3,1,4,1,3,4,1,3,1,1,4,1,4,3,1,"US",3
"9954",5,3,1,1,1,5,5,1,1,1,5,1,1,1,4,5,5,1,5,5,5,1,5,2,1,4,1,"IE",1
"9955",4,5,4,4,4,5,2,4,5,4,3,2,3,5,2,4,1,4,2,5,2,1,4,4,5,1,2,"CA",2
"9956",1,4,3,3,5,5,1,2,5,4,1,5,5,4,5,5,3,5,5,3,3,1,5,5,1,3,3,"US",1
"9957",5,4,2,3,4,4,5,3,5,1,4,2,1,2,2,4,5,2,5,1,5,2,4,1,5,5,2,"PL",1
"9958",3,2,1,3,2,2,4,2,4,2,3,1,2,3,4,2,4,3,1,2,1,1,4,2,5,1,1,"NL",3
"9959",4,3,3,4,4,4,4,3,4,2,5,2,1,3,4,2,3,3,3,4,3,3,4,3,3,1,3,"US",1
"9960",3,5,5,5,5,3,5,5,4,3,1,4,3,3,5,4,5,3,4,5,3,4,5,3,2,5,5,"ID",1
"9961",4,2,3,5,3,4,5,2,4,2,3,3,1,3,3,2,2,2,4,3,2,4,2,2,5,4,3,"GB",1
"9962",5,5,4,2,4,5,5,4,4,4,3,4,4,4,1,4,1,4,5,1,5,4,4,4,1,4,4,"CA",1
"9963",4,4,4,4,5,5,5,4,5,4,2,3,3,5,2,5,1,4,3,4,2,3,3,3,5,4,4,"US",2
"9964",1,4,5,4,1,4,1,3,3,5,5,5,5,5,1,5,1,5,5,1,5,5,4,5,2,1,5,"GB",2
"9965",5,4,3,4,4,5,5,3,4,3,5,1,2,4,5,1,1,4,2,4,2,1,4,4,5,1,2,"GB",1
"9966",4,4,4,5,4,2,4,3,4,2,2,2,4,4,2,3,2,4,2,4,1,2,2,1,5,2,4,"IT",1
"9967",4,4,4,5,5,4,5,4,5,4,5,3,4,4,2,3,2,4,4,2,3,2,4,3,5,4,4,"GB",1
"9968",2,3,2,2,4,4,2,4,3,2,4,2,2,1,4,1,2,2,3,4,1,2,1,2,2,1,2,"IE",1
"9969",1,1,3,3,1,5,3,1,1,5,1,3,1,1,5,5,5,1,5,5,1,1,3,3,5,1,1,"IE",1
"9970",2,4,1,2,2,3,2,2,4,5,5,3,4,4,2,4,1,3,3,2,1,4,4,1,4,3,3,"US",1
"9971",4,5,4,5,4,4,5,5,4,2,3,2,5,4,2,5,1,5,1,4,4,1,5,3,5,1,5,"VE",1
"9972",4,1,3,2,1,1,4,2,2,2,3,1,4,4,5,2,4,2,2,5,1,1,4,1,5,1,1,"CA",1
"9973",5,5,4,4,4,4,5,4,5,3,3,3,3,4,3,3,3,2,3,4,4,2,4,2,5,4,3,"BG",1
"9974",4,2,3,3,1,3,4,1,3,4,2,2,2,4,3,1,2,4,4,5,1,1,3,2,5,5,1,"US",2
"9975",5,5,4,4,4,5,5,3,4,2,4,2,2,4,4,2,3,2,4,2,2,2,2,4,4,4,4,"GB",1
"9976",4,2,4,2,2,4,4,5,4,3,2,2,5,5,1,2,2,2,3,4,1,1,4,2,5,5,4,"US",3
"9977",4,2,4,4,5,4,5,2,4,1,5,2,2,4,2,3,1,2,5,5,4,4,2,2,5,3,2,"US",1
"9978",4,2,1,1,1,3,4,1,3,3,4,1,1,3,5,1,3,3,2,5,1,1,3,2,1,5,1,"CA",1
"9979",5,2,4,2,5,4,5,2,4,3,2,2,1,1,1,4,4,1,5,2,2,1,4,1,5,1,1,"US",1
"9980",2,4,2,4,1,1,1,2,4,3,4,1,1,3,4,1,5,1,1,5,1,1,1,1,5,3,1,"CA",1
"9981",2,4,4,4,4,4,4,2,4,2,3,4,3,5,2,4,2,4,1,5,2,1,2,3,5,1,4,"CA",1
"9982",5,5,5,5,5,5,5,5,5,5,1,3,3,5,1,3,2,5,5,1,3,3,5,5,5,1,5,"US",1
"9983",3,3,4,4,3,3,3,1,4,4,1,5,2,3,3,2,4,2,4,3,1,3,4,3,2,2,2,"US",1
"9984",2,1,2,3,3,2,4,3,3,3,4,2,4,3,4,3,2,2,2,3,2,2,4,3,1,3,2,"ES",1
"9985",5,5,5,3,5,5,5,5,5,1,5,1,1,3,1,1,2,1,5,5,5,1,5,3,5,1,5,"AR",1
"9986",3,4,2,4,4,3,4,3,4,3,2,3,4,4,2,4,2,4,2,2,2,4,4,4,4,4,2,"US",3
"9987",3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,3,4,3,3,5,3,2,4,3,4,1,3,"CA",3
"9988",5,4,5,4,3,5,5,4,4,4,4,3,3,4,3,3,4,4,3,4,4,2,4,2,5,4,4,"CA",1
"9989",5,5,5,5,5,5,5,5,5,4,5,3,1,3,3,3,1,1,3,4,1,1,5,4,2,4,5,"BR",2
"9990",4,5,3,4,4,4,2,1,5,2,2,2,2,4,2,1,2,2,4,3,2,4,4,2,2,1,4,"US",1
"9991",4,4,2,2,2,4,4,4,4,2,3,2,2,2,4,2,4,4,4,4,4,2,4,3,2,2,2,"US",1
"9992",5,5,5,4,5,5,5,5,5,4,2,3,1,5,1,3,2,4,4,3,5,1,4,4,1,5,4,"US",2
"9993",5,4,3,4,3,4,5,3,4,3,3,4,3,3,3,3,4,3,3,2,3,2,4,3,2,1,3,"US",2
"9994",5,5,2,1,5,5,5,5,5,5,2,5,5,1,1,5,1,5,5,2,5,2,5,5,3,4,5,"CN",1
"9995",4,2,3,3,2,1,4,2,3,3,5,2,3,3,3,4,2,4,2,5,1,1,3,1,5,1,1,"US",2
"9996",4,3,4,4,4,4,5,4,4,3,4,4,4,4,2,2,1,5,2,4,4,1,4,4,5,1,2,"AU",1
"9997",5,4,5,4,5,5,5,5,5,2,3,1,2,4,3,2,4,2,4,2,3,1,4,2,5,4,5,"US",1
"9998",5,3,2,4,4,4,5,2,5,3,1,1,1,2,3,1,5,4,2,3,1,2,4,3,3,1,2,"US",2
"9999",4,3,2,2,3,3,4,1,3,3,5,5,1,3,4,2,4,3,2,5,2,2,4,4,1,1,2,"US",1
"10000",4,1,1,2,1,2,3,2,1,3,2,2,1,3,4,1,2,3,1,5,1,1,3,2,5,1,1,"US",1
"10001",4,3,4,3,4,5,5,3,4,3,3,4,3,4,2,2,2,3,4,2,4,3,5,3,1,2,3,"US",1
"10002",5,5,4,4,4,2,5,3,5,5,2,3,3,4,5,5,4,5,2,5,5,1,3,4,4,1,2,"US",1
"10003",4,4,5,2,4,5,5,4,4,4,2,4,3,4,2,3,2,4,3,3,3,4,5,3,4,4,4,"US",2
"10004",3,4,3,2,2,3,4,2,4,3,3,2,2,3,4,2,4,4,2,4,3,2,4,2,3,3,2,"US",1
"10005",4,5,3,4,4,5,4,2,5,4,1,4,4,4,1,5,1,3,5,3,2,2,5,4,4,1,3,"US",1
"10006",4,4,4,4,3,4,4,3,5,1,5,1,2,2,5,4,4,4,4,5,2,1,4,2,5,1,2,"US",1
"10007",5,5,4,4,5,4,5,4,5,4,2,4,4,5,2,4,1,4,4,2,4,4,5,4,2,3,4,"US",1
"10008",5,3,3,1,3,1,3,2,3,4,3,1,1,3,5,4,5,5,1,3,1,4,1,1,2,3,3,"US",1
"10009",5,3,1,4,4,2,5,5,5,5,1,4,4,2,1,5,1,2,4,2,2,4,4,3,4,5,3,"CA",1
"10010",4,5,5,4,4,4,5,5,5,1,1,1,1,3,4,1,2,5,3,3,4,1,5,3,5,3,5,"US",1
"10011",5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,1,5,4,3,5,2,5,5,2,4,5,"US",1
"10012",4,5,3,4,4,4,5,1,5,2,3,3,2,2,5,4,3,4,3,3,2,2,3,3,3,3,1,"US",1
"10013",4,5,3,4,5,5,4,1,5,5,1,4,4,5,1,4,1,4,1,2,2,4,5,3,5,1,5,"US",3
"10014",5,4,4,4,4,4,5,4,4,3,2,2,1,3,5,4,2,4,3,1,5,2,4,4,2,3,4,"US",1
"10015",5,5,4,5,5,5,1,4,5,4,4,5,3,4,4,5,2,3,4,2,5,1,5,5,5,5,4,"US",1
"10016",2,1,3,2,1,5,2,3,5,1,5,1,1,5,1,4,1,1,2,4,1,1,1,1,2,1,1,"US",1
"10017",4,3,3,4,1,2,4,2,4,4,4,4,2,2,3,4,3,3,2,2,2,3,4,3,2,3,4,"GB",1
"10018",3,4,5,3,5,5,5,3,5,3,2,3,4,4,4,1,1,5,4,2,2,3,4,3,2,1,4,"US",2
"10019",5,5,5,5,5,4,5,5,4,4,5,3,5,5,5,2,5,5,3,5,4,3,5,5,4,5,5,"US",1
"10020",2,2,3,2,2,2,3,2,3,3,4,2,2,3,4,2,2,2,2,4,2,2,2,2,3,2,1,"CA",1
"10021",5,4,4,4,4,3,5,3,5,5,3,4,3,5,1,5,1,3,4,2,1,1,5,3,2,1,3,"CR",3
"10022",5,4,2,4,5,4,5,5,4,4,4,2,4,5,4,4,2,4,4,4,3,2,4,4,4,3,4,"IN",2
"10023",4,3,4,2,3,2,3,3,4,3,3,3,4,4,4,1,4,4,2,4,4,1,3,2,5,1,1,"IN",3
"10024",4,1,1,1,1,1,5,2,1,2,1,1,1,3,4,1,4,1,1,5,1,1,3,1,2,1,1,"US",3
"10025",4,4,4,3,4,3,4,4,4,3,2,3,2,4,1,2,3,4,3,4,2,2,4,2,4,3,3,"US",2
"10026",4,5,2,4,4,5,5,5,4,2,5,2,2,2,5,2,5,1,3,2,3,3,2,2,5,1,1,"GB",1
"10027",5,5,4,4,4,3,3,5,5,5,2,5,3,4,1,5,1,4,4,3,3,3,5,3,2,4,5,"GB",1
"10028",5,5,4,3,4,5,5,5,5,3,2,4,3,4,2,3,2,5,5,5,4,4,5,2,2,5,5,"AU",2
"10029",5,3,4,4,4,5,5,4,5,4,2,4,4,4,4,4,4,5,3,1,5,4,4,4,2,5,4,"US",2
"10030",4,4,3,5,2,4,5,5,5,2,2,2,4,4,4,2,1,3,2,4,2,1,4,2,4,4,2,"NL",1
"10031",4,4,3,4,4,4,4,3,4,4,3,3,3,4,2,2,4,4,5,3,2,3,4,3,1,4,2,"US",1
"10032",5,4,4,4,4,4,5,4,4,5,1,4,4,5,1,3,2,5,4,1,4,5,5,4,5,3,5,"US",1
"10033",5,4,5,4,4,5,5,4,4,4,1,3,5,5,1,5,0,4,5,1,5,3,5,5,4,4,5,"NL",2
"10034",5,3,0,3,3,5,5,4,4,2,4,3,3,4,5,3,3,3,4,2,4,3,4,3,2,3,3,"IN",1
"10035",4,5,2,4,3,5,4,2,5,3,2,4,1,4,2,4,2,3,3,2,2,3,5,3,1,1,1,"US",1
