"","HSNS1","HSNS2","HSNS3","HSNS4","HSNS5","HSNS6","HSNS7","HSNS8","HSNS9","HSNS10","DDP1","DDP2","DDP3","DDP4","DDN1","DDN2","DDN3","DDN4","DDM1","DDM2","DDM3","DDM4","age","gender","accuracy","country"
"25869",4,2,5,2,4,4,3,2,4,4,5,4,4,5,4,4,2,4,4,4,4,2,24,1,65,"US"
"25870",5,4,4,3,4,4,5,3,4,3,3,4,4,5,4,3,2,2,3,4,2,3,18,1,60,"GB"
"25871",4,3,5,2,2,2,4,3,3,2,2,2,1,4,5,2,0,1,2,4,3,1,18,1,90,"US"
"25872",4,3,5,4,4,5,4,2,4,2,3,3,2,4,2,1,4,2,5,4,3,3,16,1,75,"US"
"25873",5,4,4,2,4,4,4,4,5,2,3,4,1,2,4,4,2,3,1,4,2,3,16,1,90,"US"
"25874",4,4,5,2,2,5,5,2,5,2,1,2,3,3,4,2,2,4,2,4,2,1,18,1,80,"AU"
"25875",5,1,1,1,3,3,2,2,2,1,1,2,4,4,4,4,1,1,1,2,2,1,19,1,80,"US"
"25876",5,4,3,2,3,4,4,2,4,2,2,2,3,4,5,5,4,3,3,4,4,2,21,1,90,"US"
"25877",5,1,1,1,5,5,1,5,1,1,5,5,1,5,5,1,1,1,5,5,1,5,19,1,99,"CA"
"25878",1,2,5,4,5,2,2,4,5,4,4,4,2,5,5,5,2,1,2,5,5,3,19,1,90,"CA"
"25879",5,4,4,2,2,2,4,2,4,2,2,2,3,5,5,4,4,2,4,4,4,3,19,1,70,"CA"
"25880",5,1,1,3,5,5,5,3,5,3,5,5,5,5,5,0,5,1,5,5,5,5,16,1,100,"US"
"25881",1,4,4,4,4,5,2,1,5,2,5,2,2,3,2,1,1,1,2,2,1,1,18,1,90,"BG"
"25882",3,1,5,2,4,4,2,4,5,4,5,2,4,5,4,1,1,1,2,5,2,1,19,1,70,"US"
"25883",4,2,4,4,5,4,2,5,5,4,4,2,4,5,3,1,2,2,3,4,4,4,19,1,90,"US"
"25884",2,1,2,2,2,4,2,2,4,1,4,1,4,4,4,4,1,2,4,4,2,4,16,1,90,"CA"
"25885",4,1,2,2,5,5,5,4,4,5,5,5,5,5,3,5,3,1,4,2,4,4,24,1,75,"GR"
"25886",5,4,3,5,3,4,4,4,4,5,5,2,5,4,4,3,2,1,5,4,4,3,25,2,63,"US"
"25887",3,4,4,1,2,2,3,3,2,1,1,1,3,4,3,1,1,1,1,3,1,1,17,2,50,"CA"
"25888",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,18,1,80,"US"
"25889",5,5,5,5,2,5,4,5,5,1,4,1,3,5,3,1,1,1,1,3,1,1,21,1,100,"CA"
"25890",2,1,2,1,2,5,2,2,5,2,1,1,2,5,3,1,1,1,1,1,1,1,30,1,95,"US"
"25891",4,4,4,2,1,4,4,2,2,1,1,1,1,2,4,2,4,3,1,4,2,2,20,2,90,"US"
"25892",2,4,4,2,4,4,4,2,5,2,2,2,3,4,5,3,4,3,2,5,1,3,25,1,85,"CR"
"25893",2,2,2,4,2,2,2,5,4,2,2,4,4,4,4,4,4,1,1,1,2,1,18,1,95,"US"
"25894",2,3,5,1,3,4,2,1,5,5,2,4,1,5,2,1,2,4,4,5,2,5,15,1,70,"MX"
"25895",5,2,2,3,4,5,2,5,4,2,1,4,4,5,4,4,4,1,2,4,2,2,23,1,15,"AU"
"25896",4,4,4,2,2,4,4,4,4,2,2,2,4,4,4,2,2,2,4,4,2,2,17,1,98,"US"
"25897",1,2,5,1,4,5,2,2,4,4,4,4,5,5,1,1,1,2,4,4,2,2,16,1,86,"US"
"25898",2,4,4,3,3,3,4,1,3,1,2,1,1,2,2,3,2,2,1,4,2,1,23,2,70,"US"
"25899",5,5,5,2,4,4,5,4,5,1,1,1,4,4,5,5,2,4,1,4,2,2,19,1,100,"US"
"25900",4,3,3,3,3,4,4,4,3,3,1,2,3,4,2,3,2,3,3,3,2,3,27,1,75,"US"
"25901",5,5,5,3,3,4,4,2,5,3,4,3,4,5,4,2,2,3,2,3,2,2,19,1,95,"US"
"25902",5,2,2,5,5,5,4,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,24,1,95,"US"
"25903",4,2,2,3,3,3,2,4,3,2,4,4,4,4,3,4,3,2,3,3,3,3,18,1,90,"NO"
"25904",4,5,3,1,1,5,0,3,4,2,1,1,1,5,4,2,1,1,1,4,1,1,53,1,95,"US"
"25905",4,3,5,2,3,4,4,4,3,2,1,1,3,4,4,4,2,2,1,4,2,2,20,1,93,"US"
"25906",4,1,3,3,4,4,3,3,5,1,3,4,3,4,5,5,5,2,4,5,5,4,21,1,85,"US"
"25907",2,3,5,2,2,1,4,1,2,1,2,1,4,4,4,3,3,1,1,4,4,2,20,1,50,"US"
"25908",2,2,3,2,2,2,2,1,2,2,2,2,4,5,2,2,2,1,1,3,1,1,19,1,80,"US"
"25909",4,4,4,4,4,4,4,4,4,2,4,2,3,4,4,2,4,4,3,4,3,2,19,1,100,"US"
"25910",5,4,5,2,1,5,4,3,5,1,2,2,1,4,5,3,4,3,3,4,3,2,21,1,90,"US"
"25911",4,4,5,3,4,5,4,5,4,4,4,5,4,5,5,5,5,5,4,5,4,4,19,1,70,"US"
"25912",3,4,3,2,0,4,3,2,4,3,2,2,2,3,3,3,2,3,2,2,2,2,18,1,65,"US"
"25913",4,4,5,2,3,4,4,4,4,2,2,2,3,5,4,2,2,3,2,3,2,2,19,2,75,"US"
"25914",5,5,4,3,5,5,2,5,5,5,2,4,5,5,5,5,1,5,5,5,3,4,29,1,70,"HU"
"25915",5,1,5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,20,2,100,"MX"
"25916",5,1,5,1,5,5,1,5,5,5,5,1,5,5,3,3,5,5,5,1,5,5,19,1,80,"US"
"25917",5,4,3,2,5,4,2,3,4,5,4,3,5,5,5,4,5,2,5,5,3,4,17,1,95,"US"
"25918",5,2,1,2,2,3,2,2,2,2,2,3,2,2,4,3,4,2,3,2,2,1,20,1,60,"SK"
"25919",5,1,2,3,5,5,1,4,3,5,5,1,5,5,5,3,5,5,5,5,5,4,18,1,90,"US"
"25920",2,4,2,2,4,4,4,2,4,4,1,1,4,2,4,2,2,1,1,4,2,1,21,1,70,"US"
"25921",1,5,5,2,1,5,5,5,5,1,1,5,5,5,5,3,3,3,1,5,1,2,18,1,50,"MX"
"25922",5,1,1,1,5,5,1,5,5,5,5,5,1,5,1,1,1,5,5,5,5,5,17,1,100,"AU"
"25923",5,4,5,2,2,3,1,3,4,1,1,1,2,1,5,3,4,1,1,4,2,1,18,1,70,"US"
"25924",4,1,2,3,4,4,2,5,3,4,5,4,4,4,0,1,2,2,3,4,3,3,22,1,75,"CA"
"25925",5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,18,1,100,"US"
"25926",4,4,3,3,5,5,3,4,3,3,1,1,2,1,4,3,0,1,2,4,2,1,26,1,50,"US"
"25927",4,4,3,4,2,5,4,4,5,1,4,5,5,5,2,2,2,3,5,5,4,5,20,1,93,"AU"
"25928",3,3,5,3,4,3,4,4,4,2,3,2,3,4,1,1,1,1,2,2,1,1,18,1,80,"US"
"25929",4,5,4,2,4,3,3,2,5,2,1,1,1,1,4,4,3,1,3,2,2,3,19,2,15,"US"
"25930",5,3,3,1,2,3,1,2,1,1,3,3,3,3,4,2,4,1,1,1,3,3,19,1,100,"US"
"25931",5,4,4,2,5,5,5,5,2,2,1,3,2,4,4,1,3,1,2,4,4,1,20,1,80,"US"
"25932",4,4,4,3,3,0,2,4,4,1,4,2,4,4,4,4,5,2,1,2,2,1,19,1,75,"US"
"25933",5,4,4,2,2,4,3,5,5,2,1,2,3,4,4,3,3,3,1,2,2,2,23,2,50,"AU"
"25934",4,1,5,4,5,5,4,4,4,5,5,5,5,5,5,3,4,3,4,4,3,4,20,1,95,"DK"
"25935",5,5,4,2,4,5,5,5,4,2,4,2,4,5,5,4,3,4,5,4,5,4,19,2,90,"CA"
"25936",4,2,2,2,2,4,4,1,2,1,2,2,2,2,4,3,4,2,1,4,4,1,16,1,90,"US"
"25937",2,2,2,2,3,4,4,4,2,2,5,3,4,5,4,3,3,2,2,2,2,3,18,1,56,"US"
"25938",2,2,1,2,2,5,2,4,5,3,4,3,3,4,2,1,2,2,2,4,2,2,18,1,85,"US"
"25939",2,4,4,3,4,4,2,2,3,5,3,2,2,4,2,1,1,1,1,2,1,2,21,1,50,"US"
"25940",5,2,3,5,5,5,2,4,5,4,1,1,4,5,4,2,2,1,1,4,2,1,20,1,90,"CA"
"25941",3,1,5,2,4,4,2,2,4,1,1,1,4,5,5,2,2,1,1,2,1,2,22,3,90,"US"
"25942",5,5,5,4,5,1,5,2,5,2,4,5,5,4,5,2,3,2,3,5,2,5,15,1,100,"US"
"25943",2,3,4,2,4,4,2,2,2,4,2,2,4,3,5,4,2,2,1,2,2,2,19,1,80,"US"
"25944",4,1,1,2,2,3,4,3,1,1,3,1,2,4,2,1,2,3,0,4,4,2,21,1,65,"AU"
"25945",2,1,1,3,3,3,2,1,3,4,4,1,4,2,5,5,4,4,2,1,4,1,27,1,90,"CA"
"25946",5,4,5,2,5,4,5,5,5,5,4,4,5,5,5,2,4,3,3,3,4,2,23,1,80,"US"
"25947",4,4,3,2,2,4,4,4,4,1,1,1,1,2,4,1,3,1,1,3,1,2,18,2,80,"US"
"25948",4,2,5,3,4,5,1,4,4,1,2,1,4,5,3,1,2,1,1,2,1,2,24,1,80,"IE"
"25949",4,2,4,2,2,4,2,4,4,2,2,2,4,4,4,2,2,4,4,5,4,4,25,1,75,"EE"
"25950",5,2,5,2,3,5,4,5,5,2,5,5,5,5,5,4,2,2,4,5,4,4,17,1,75,"US"
"25951",5,5,5,4,5,5,5,4,5,4,5,5,5,5,3,2,4,4,5,5,5,4,21,2,99,"US"
"25952",5,5,5,3,4,5,5,3,5,4,1,2,2,5,5,5,4,3,4,4,4,3,17,1,80,"CA"
"25953",4,2,3,2,4,3,1,4,4,2,2,2,4,1,3,3,2,2,2,4,3,2,22,1,75,"US"
"25954",5,4,5,2,4,2,5,4,5,3,4,3,5,5,5,2,5,2,4,5,5,3,18,1,92,"US"
"25955",5,4,4,2,2,5,3,5,5,1,4,4,5,5,5,4,2,2,3,4,3,4,19,1,80,"AU"
"25956",2,2,5,2,3,4,3,2,3,2,4,4,4,5,1,1,4,5,4,4,2,3,19,1,75,"US"
"25957",4,3,3,4,3,3,5,4,3,3,3,3,2,4,4,4,5,3,4,2,4,2,22,2,90,"US"
"25958",2,4,5,2,3,4,4,2,3,2,1,1,1,1,5,4,4,1,1,4,2,1,21,1,90,"US"
"25959",3,4,4,1,1,4,3,3,4,3,1,1,1,3,3,3,0,2,2,3,3,2,18,2,80,"AU"
"25960",4,4,4,2,2,5,4,2,2,2,2,2,3,2,2,2,1,2,2,4,2,1,21,2,85,"US"
"25961",4,1,4,3,3,4,2,2,3,2,1,1,2,3,4,2,3,3,2,2,2,3,17,1,90,"SA"
"25962",5,5,5,4,4,4,5,4,4,2,1,2,4,5,3,2,3,1,1,2,2,2,39,1,80,"US"
"25963",3,4,5,4,1,5,5,3,5,1,4,1,2,2,5,4,2,1,4,2,1,1,0,2,99,"US"
"25964",5,3,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,21,1,90,"AU"
"25965",3,4,3,1,2,3,2,2,4,2,1,1,2,2,3,2,2,2,1,3,2,1,21,1,45,"US"
"25966",5,1,3,2,4,4,1,5,5,3,4,3,3,5,5,4,2,2,3,5,5,2,19,1,90,"GB"
"25967",4,2,4,4,2,4,3,4,4,4,2,2,2,4,4,2,4,2,3,4,4,2,21,1,80,"AU"
"25968",5,5,5,1,4,2,4,5,5,4,2,2,2,1,3,4,2,2,3,2,4,1,36,2,90,"US"
"25969",5,4,4,2,4,4,4,2,2,4,4,2,4,5,5,4,5,3,5,4,2,4,21,1,80,"US"
"25970",4,1,3,4,4,4,1,4,4,3,5,4,3,5,4,3,4,2,3,4,2,3,15,1,85,"US"
"25971",3,2,2,2,4,4,1,2,4,1,5,4,2,4,4,2,4,2,3,3,3,3,20,1,35,"CZ"
"25972",5,4,4,3,3,4,4,3,5,5,4,2,3,4,5,5,5,2,3,4,2,3,20,1,60,"US"
"25973",5,5,4,1,3,5,5,5,5,1,3,4,3,5,5,5,3,2,4,5,2,3,21,1,100,"US"
"25974",4,4,4,3,3,4,4,4,3,2,2,3,3,4,3,2,2,2,4,4,2,3,17,0,85,"US"
"25975",4,4,3,4,4,4,4,4,4,5,3,2,4,4,5,4,4,4,3,4,4,2,25,1,10,"DE"
"25976",2,3,3,2,2,4,3,2,2,2,1,1,2,4,5,4,4,2,1,4,3,1,21,1,90,"AU"
"25977",5,4,3,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,22,1,100,"US"
"25978",4,4,4,5,4,5,4,5,4,4,5,4,5,5,4,2,5,4,4,4,2,4,21,1,80,"US"
"25979",3,3,4,3,4,3,4,4,4,2,3,3,4,4,2,3,3,2,2,3,2,2,18,1,80,"AU"
"25980",5,3,4,3,3,4,5,4,4,3,4,3,4,4,4,3,3,3,3,4,2,3,20,1,80,"DK"
"25981",5,1,3,3,3,5,1,5,5,3,4,2,3,5,5,5,5,3,4,5,5,3,19,1,90,"GB"
"25982",3,1,1,1,5,5,2,4,2,4,2,2,4,5,4,4,4,2,2,2,2,1,26,1,95,"GB"
"25983",4,3,4,2,3,4,4,4,4,3,2,3,3,4,3,3,2,3,2,4,3,2,20,1,70,"US"
"25984",4,1,2,3,4,1,4,4,4,2,2,2,4,5,1,1,1,4,3,5,4,4,25,1,83,"NZ"
"25985",2,3,4,2,3,4,4,2,5,2,2,3,3,4,5,5,4,3,4,5,3,4,23,1,70,"AU"
"25986",1,5,5,2,1,5,5,1,2,1,5,1,1,5,1,1,1,1,3,5,1,1,20,2,5,"US"
"25987",4,3,3,1,3,4,3,3,3,1,4,1,3,1,4,3,4,4,4,5,4,4,19,1,90,"US"
"25988",5,4,2,4,5,5,4,5,5,2,5,5,4,4,5,5,5,3,5,5,4,3,20,0,88,"NZ"
"25989",2,4,5,4,3,2,3,2,4,4,3,2,3,4,4,1,3,1,4,5,2,3,20,1,70,"US"
"25990",1,1,3,1,1,4,1,1,1,1,1,1,1,5,3,3,1,2,1,4,1,1,21,1,90,"US"
"25991",4,5,4,4,3,5,4,3,5,3,2,4,4,4,5,3,2,4,4,5,4,4,16,2,80,"AU"
"25992",3,5,3,4,3,4,4,2,2,2,1,1,4,4,3,2,4,2,4,2,2,1,18,1,95,"US"
"25993",5,1,1,1,5,5,1,5,1,5,5,5,3,3,1,1,1,1,5,5,5,5,25,1,90,"US"
"25994",4,2,5,4,4,4,1,4,2,2,4,4,4,3,4,3,3,3,4,3,2,3,14,1,80,"AU"
"25995",5,4,4,4,5,5,5,5,2,5,4,4,5,4,4,4,4,1,4,4,1,2,22,1,80,"GB"
"25996",3,3,2,2,2,5,2,2,0,2,1,1,2,4,4,2,0,2,2,2,2,2,22,1,50,"US"
"25997",5,5,4,4,3,5,5,4,4,2,2,4,4,4,5,5,5,4,3,4,3,4,22,1,78,"AT"
"25998",3,4,5,2,3,4,4,2,3,2,1,2,3,5,1,1,1,1,2,4,2,1,0,0,60,"GB"
"25999",2,1,2,4,4,4,1,4,4,2,5,4,5,4,1,1,1,2,2,2,1,2,23,2,80,"FI"
"26000",2,3,3,2,2,4,4,2,2,2,2,2,4,4,2,2,2,2,2,4,2,2,17,1,70,"FI"
"26001",5,1,5,3,2,4,1,5,4,2,5,4,5,5,3,2,4,1,1,2,1,2,16,1,78,"AU"
"26002",2,5,5,3,2,4,4,2,1,1,1,1,1,2,1,1,1,1,2,4,3,1,25,1,95,"AU"
"26003",4,3,3,3,3,4,2,3,4,2,4,5,4,4,4,4,4,2,2,5,3,3,22,1,60,"NZ"
"26004",2,1,1,1,2,4,2,2,2,1,1,1,2,5,3,1,2,1,1,2,1,1,20,1,100,"HK"
"26005",4,1,2,4,5,4,5,4,4,2,5,2,3,5,5,3,4,3,5,4,5,4,25,1,80,"US"
"26006",4,2,2,2,4,2,2,2,4,2,2,4,2,2,3,2,2,2,2,2,2,2,20,1,75,"US"
"26007",2,2,1,1,5,4,3,3,3,3,4,4,5,4,2,1,2,1,2,2,1,1,18,1,75,"US"
"26008",5,4,3,2,3,2,5,4,5,2,2,2,4,4,5,5,2,1,3,4,2,2,19,1,95,"GB"
"26009",4,2,5,2,4,5,4,4,4,1,4,4,5,5,4,2,1,4,4,5,4,4,19,1,88,"US"
"26010",5,2,4,1,3,3,4,1,4,3,2,3,2,4,2,2,2,2,3,2,2,2,28,1,80,"FI"
"26011",5,5,5,4,3,4,4,5,4,0,3,4,4,5,5,5,5,4,4,4,3,4,21,2,80,"US"
"26012",4,2,2,2,2,2,1,2,2,1,2,1,2,4,1,1,1,2,2,3,2,2,18,1,80,"NO"
"26013",4,2,4,4,2,5,5,4,4,4,2,2,4,5,4,4,2,2,4,5,3,3,21,1,70,"US"
"26014",5,1,1,3,4,5,2,4,5,4,5,4,5,2,4,2,4,2,5,4,3,2,21,1,75,"GB"
"26015",3,5,5,4,4,5,4,5,5,3,3,3,4,5,4,4,5,5,3,5,4,4,17,1,90,"GB"
"26016",2,2,2,2,3,4,2,2,2,2,3,4,2,2,2,2,2,2,3,4,2,2,15,1,75,"SY"
"26017",5,1,5,2,5,5,3,5,4,4,5,5,5,5,5,5,5,1,3,1,3,2,28,1,80,"US"
"26018",2,3,2,5,4,4,2,4,5,1,2,3,2,4,5,5,4,2,3,5,4,2,18,1,85,"SE"
"26019",5,5,5,4,4,4,5,5,4,2,4,5,4,4,4,2,2,2,2,4,2,2,19,1,70,"NZ"
"26020",2,2,2,2,2,4,4,2,3,4,1,1,3,4,4,4,2,2,2,4,1,1,20,1,87,"US"
"26021",4,5,4,4,5,5,4,3,5,2,5,3,5,5,5,5,5,2,4,5,3,3,20,1,70,"AU"
"26022",2,4,5,2,4,4,1,2,5,4,2,2,2,5,2,1,2,2,2,2,4,2,19,1,10,"SE"
"26023",4,5,3,2,2,4,5,2,4,4,2,1,5,4,5,5,5,2,2,2,4,1,22,1,87,"US"
"26024",2,2,2,2,4,5,2,2,4,2,3,2,4,4,4,3,3,4,3,4,3,4,21,1,75,"AT"
"26025",4,4,5,2,4,4,4,4,5,2,2,2,4,4,3,4,2,4,4,4,4,2,20,1,39,"FI"
"26026",5,2,4,2,1,3,4,4,5,1,4,4,2,4,2,4,2,2,3,5,3,2,15,1,75,"AU"
"26027",4,3,2,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,4,4,2,24,1,80,"US"
"26028",3,1,2,2,4,4,1,3,5,1,2,1,3,4,3,3,4,2,3,4,2,2,24,1,80,"AU"
"26029",2,1,5,2,1,3,2,4,5,1,5,5,5,5,1,1,2,2,4,5,2,3,15,1,25,"US"
"26030",5,2,5,5,5,5,2,5,5,5,2,1,1,1,2,2,2,1,2,5,5,1,20,2,78,"BR"
"26031",5,1,2,2,2,5,2,4,1,1,3,4,4,4,2,2,3,2,4,5,1,4,20,1,50,"SE"
"26032",4,3,4,3,3,3,4,2,3,4,1,3,2,4,4,3,2,2,2,2,2,2,19,1,35,"NZ"
"26033",4,3,2,2,2,1,3,4,4,2,2,3,4,4,3,3,3,2,4,4,2,3,18,1,80,"SE"
"26034",4,4,5,3,4,4,4,4,5,4,5,4,5,5,4,3,4,3,4,4,4,3,19,1,85,"AU"
"26035",2,1,1,3,4,2,4,3,3,2,4,1,5,4,5,4,3,4,2,1,1,2,19,1,80,"AU"
"26036",5,5,5,3,2,5,5,4,2,1,1,2,5,1,4,5,3,1,1,2,2,3,21,1,50,"PL"
"26037",5,5,5,3,4,5,5,5,5,5,3,4,5,3,5,3,5,4,4,5,4,2,22,1,85,"BE"
"26038",2,2,1,2,1,2,4,2,1,1,1,1,1,2,3,3,1,2,3,2,1,1,23,1,85,"GB"
"26039",4,4,4,3,3,4,2,2,4,3,2,2,1,3,4,3,3,2,2,4,4,2,18,1,80,"NZ"
"26040",4,4,2,5,3,2,4,2,4,2,1,2,4,4,5,4,4,2,3,4,4,3,21,1,70,"AU"
"26041",5,1,3,2,5,4,2,5,4,4,3,4,5,3,4,1,5,2,4,5,5,3,19,1,90,"US"
"26042",5,5,5,4,2,4,4,5,5,2,2,1,4,4,0,4,4,4,4,4,4,2,19,3,70,"US"
"26043",1,2,2,1,1,5,1,1,1,1,4,4,3,3,1,5,1,1,3,4,1,4,17,2,100,"AU"
"26044",4,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,16,1,87,"AU"
"26045",3,1,1,2,4,4,2,5,3,4,5,3,4,4,3,1,1,3,5,5,2,4,19,1,73,"PL"
"26046",4,2,4,3,4,5,4,4,4,4,4,3,4,5,4,2,4,2,3,3,2,2,18,1,80,"US"
"26047",3,3,2,2,2,2,3,2,2,2,2,1,2,2,4,4,2,2,2,3,2,2,23,1,60,"FI"
"26048",4,3,4,2,2,4,4,4,4,2,4,2,0,5,4,4,4,2,4,4,4,3,22,1,60,"CA"
"26049",5,1,4,3,5,3,5,4,5,3,3,1,1,2,3,3,4,3,5,5,5,1,18,1,100,"US"
"26050",4,3,5,4,3,5,4,4,5,2,3,2,3,5,4,3,3,3,3,4,3,2,17,1,30,"AU"
"26051",4,4,1,4,4,5,2,5,4,2,4,4,3,4,5,2,4,4,2,5,3,2,27,1,80,"AT"
"26052",4,3,3,3,3,4,3,3,3,3,5,4,4,4,4,4,2,3,4,4,3,4,18,1,60,"DE"
"26053",4,5,5,3,2,3,5,5,4,4,1,1,2,5,5,4,2,5,2,4,2,3,29,1,50,"NL"
"26054",4,4,4,2,1,3,4,1,4,1,2,2,1,2,2,3,1,2,2,3,4,1,31,1,95,"GB"
"26055",5,5,4,3,4,4,4,4,5,1,1,2,4,5,4,5,5,2,3,4,3,3,18,1,80,"CN"
"26056",3,4,2,2,3,2,4,2,4,2,2,0,2,3,0,5,2,3,3,0,4,2,29,1,75,"CA"
"26057",5,1,4,2,2,5,4,5,4,2,4,3,3,3,3,2,3,3,5,4,4,4,15,1,90,"US"
"26058",4,5,4,5,3,5,5,4,4,2,4,2,5,5,5,5,5,2,2,4,3,4,21,2,80,"AT"
"26059",4,3,2,4,2,4,2,2,5,2,2,3,3,2,4,5,2,4,4,4,4,3,25,1,90,"US"
"26060",2,1,4,2,2,4,1,4,5,1,2,4,4,3,2,2,1,1,1,2,2,1,18,1,88,"AT"
"26061",3,2,3,2,4,3,4,4,2,3,4,2,4,4,4,4,2,4,4,2,2,2,28,1,38,"CA"
"26062",5,4,4,3,2,3,4,4,4,2,3,5,5,5,3,3,5,4,4,5,5,5,18,1,75,"RS"
"26063",3,3,4,2,5,3,4,3,2,4,3,5,3,4,1,1,3,2,2,1,1,2,13,1,80,"FI"
"26064",1,1,1,5,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,5,21,1,95,"AU"
"26065",4,2,5,5,5,5,4,5,5,2,5,5,5,5,5,1,1,2,4,5,2,2,20,1,80,"GB"
"26066",4,4,5,1,5,4,4,3,5,2,4,2,3,4,3,1,2,2,2,3,1,2,19,1,40,"AU"
"26067",2,4,5,3,4,4,4,5,4,2,4,4,4,4,2,2,1,2,3,4,2,3,16,1,65,"RU"
"26068",2,1,5,2,1,4,1,1,5,4,1,1,1,4,1,1,1,1,2,4,1,1,16,1,50,"NL"
"26069",3,4,5,2,2,4,2,3,4,2,2,2,2,4,2,2,2,2,2,4,2,2,19,1,100,"DE"
"26070",3,5,5,2,2,5,4,2,4,2,3,1,1,4,5,3,5,2,3,3,2,1,17,1,85,"AU"
"26071",3,4,4,4,4,4,5,4,5,4,5,3,5,5,2,2,1,3,4,5,1,3,17,1,75,"AU"
"26072",3,2,5,2,3,3,2,2,4,1,3,1,4,5,4,2,1,1,2,2,1,1,18,2,85,"US"
"26073",1,1,2,2,2,4,2,1,2,2,4,2,4,4,4,2,2,2,4,5,4,4,24,1,90,"US"
"26074",2,4,4,1,2,2,3,2,2,1,1,1,1,4,4,3,4,3,2,2,2,2,18,1,90,"US"
"26075",5,3,5,4,5,5,4,5,5,2,2,2,3,5,4,4,4,1,1,4,1,1,19,1,90,"GB"
"26076",3,2,2,5,5,0,2,5,4,5,4,4,4,5,4,3,5,5,4,5,4,4,21,1,98,"AU"
"26077",5,2,4,3,4,4,3,4,5,4,1,1,5,4,5,3,4,4,3,3,3,3,19,1,70,"MY"
"26078",5,4,4,2,1,4,3,2,3,4,2,1,2,4,2,2,2,2,0,3,2,1,24,1,90,"CA"
"26079",2,4,5,5,5,5,2,5,5,5,4,5,4,5,5,4,4,5,5,5,5,4,23,1,80,"US"
"26080",5,5,4,5,5,5,5,5,5,4,2,2,3,5,5,5,4,5,3,4,2,2,24,2,90,"GB"
"26081",4,4,5,5,3,5,5,3,4,4,3,3,4,4,5,4,2,4,3,5,3,4,14,2,53,"US"
"26082",5,2,4,5,4,5,3,5,4,5,3,3,3,4,4,3,4,5,4,5,5,4,16,1,100,"GB"
"26083",5,5,5,3,3,5,5,5,5,1,3,4,4,5,3,1,2,4,1,1,1,1,26,1,60,"GB"
"26084",4,4,5,2,4,4,4,4,4,4,4,2,4,5,2,2,3,2,4,4,3,4,20,1,80,"GB"
"26085",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,3,16,1,75,"US"
"26086",4,1,1,2,3,4,1,4,5,3,3,4,4,4,3,3,2,3,2,4,1,3,18,1,85,"MX"
"26087",1,4,3,1,2,2,4,1,2,1,1,1,1,4,4,2,2,1,3,4,3,3,23,1,60,"JP"
"26088",5,2,5,4,4,4,5,4,5,4,2,3,4,4,4,5,3,2,3,4,5,3,23,1,65,"CA"
"26089",4,4,4,4,2,5,4,3,4,2,2,1,2,4,5,4,5,4,2,4,4,2,32,1,60,"US"
"26090",2,4,3,2,2,4,2,2,2,3,3,2,4,3,2,1,1,2,2,2,2,2,14,2,100,"AU"
"26091",3,5,1,1,3,5,5,3,5,3,1,1,1,4,4,3,1,3,1,3,4,1,29,1,50,"DE"
"26092",1,5,5,1,1,3,5,1,1,1,1,1,1,4,5,1,4,1,2,4,4,1,45,2,95,"AU"
"26093",5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,16,1,100,"US"
"26094",4,3,5,2,2,5,4,3,3,2,2,2,2,3,5,4,4,3,3,4,4,2,21,1,70,"US"
"26095",1,5,2,2,4,4,5,1,5,2,2,4,1,5,2,2,4,4,4,4,5,2,19,2,75,"JP"
"26096",4,4,1,1,4,5,4,3,4,3,3,1,2,4,4,4,5,2,1,2,2,1,18,1,90,"US"
"26097",5,1,1,4,1,1,5,1,1,1,5,5,5,5,5,1,1,1,5,5,5,5,21,1,100,"US"
"26098",1,2,4,2,1,2,4,2,2,1,2,2,2,3,2,2,1,2,1,1,1,2,14,2,66,"US"
"26099",4,5,4,2,4,4,5,4,4,3,2,3,3,4,4,4,4,4,2,4,3,2,20,1,75,"NL"
"26100",5,4,4,2,4,4,4,5,4,2,5,4,4,4,2,4,2,2,1,2,3,2,39,1,93,"US"
"26101",4,3,4,4,4,5,4,3,5,3,3,4,3,5,4,2,3,2,3,2,2,2,24,2,90,"EE"
"26102",3,5,5,2,3,4,5,3,5,1,2,3,3,4,3,3,1,2,1,3,2,1,17,2,50,"AU"
"26103",5,3,2,2,3,4,3,3,4,2,1,3,4,5,4,4,3,2,4,2,3,3,20,1,80,"GR"
"26104",2,4,2,3,3,2,2,2,4,1,1,1,1,2,3,2,2,1,1,2,2,1,17,1,95,"AU"
