"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
5965,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,179,1.5,,1,33
5966,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,0,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,191,1.475,,2,44
5967,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,209,1.325,,2,29
5968,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,238,1.6,,1,22
5969,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,171,1.425,,1,41
5970,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,178,1.55,,2,23
5971,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,246,1.5,,2,22
5972,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,174,1.55,,1,43
5973,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,264,1.575,,2,61
5974,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,461,1.625,,1,38
5975,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,233,1.4,,2,17
5976,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,443,1.45,,2,17
5977,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,343,1.55,,2,21
5978,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,1,686,1.55,,2,38
5979,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,278,1.55,,1,21
5980,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,255,1.525,,1,24
5981,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,346,1.4,,2,21
5982,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,676,1.5,,1,39
5983,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,142,1.65,,2,29
5984,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,231,1.55,,2,22
5985,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,424,1.625,,1,61
5986,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,354,1.525,,2,21
5987,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,189,1.625,,1,25
5988,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,193,1.525,,1,21
5989,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,208,1.525,,2,67
5990,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,3268,1.35,,2,54
5991,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,276,1.65,,1,23
5992,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,190,1.575,,2,23
5993,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,303,1.5,,2,65
5994,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,266,1.425,,2,40
5995,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,240,1.5,,2,40
5996,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,533,1.65,,1,27
5997,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,182,1.55,,1,43
5998,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,238,1.55,,2,66
5999,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,138,1.575,,2,24
6000,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,263,1.55,,1,22
6001,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,562,1.275,,1,27
6002,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,224,1.55,,2,17
6003,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,750,1.55,,1,57
6004,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,426,1.575,,1,26
6005,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,97,1.55,,2,27
6006,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,201,1.4,,2,23
6007,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,253,1.575,,2,19
6008,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,452,1.625,,2,27
6009,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,122,1.55,,2,17
6010,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,457,1.5,,2,35
6011,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,307,1.475,,1,31
6012,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,232,1.55,,1,62
6013,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,260,1.625,,1,45
6014,2,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,185,1.45,,1,32
6015,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,0,1,2,1,1,1,1,1,1,2,2,184,1.5,,1,23
6016,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,264,1.475,,2,42
6017,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,319,1.6,,1,40
6018,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,194,1.55,,2,21
6019,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,288,1.425,,2,32
6020,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,167,1.45,,2,32
6021,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,339,1.45,,1,27
6022,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,243,1.425,,2,24
6023,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,191,1.425,,2,17
6024,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,369,1.625,,1,29
6025,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,438,1.6,,2,20
6026,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,0,1,2,2,2,2,1,212,1.525,,2,25
6027,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,339,1.55,,2,60
6028,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,462,1.6,,1,48
6029,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,246,1.55,,1,42
6030,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,112,1.6,,2,22
6031,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,225,1.55,,1,30
6032,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,230,1.55,,1,77
6033,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,183,1.475,,1,48
6034,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,384,1.55,,2,19
6035,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,248,1.5,,1,38
6036,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,482,1.55,,1,37
6037,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,289,1.55,,2,28
6038,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,108,1.575,,2,42
6039,1,0,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,454,1.5,,2,20
6040,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,106,1.675,,2,23
6041,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,180,1.475,,2,20
6042,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,169,1.475,,1,28
6043,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,0,1,2,2,2,2,268,1.6,,2,51
6044,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,248,1.45,,1,24
6045,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,164,1.6,,2,62
6046,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,231,1.5,,3,29
6047,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,0,2,1,2,2,2,233,1.45,,3,29
6048,2,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,313,1.525,,2,45
6049,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,191,1.575,,2,47
6050,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,0,2,0,1,331,1.125,,2,38
6051,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,286,1.425,,2,36
6052,2,2,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,0,1,1,2,2,1,1,1,1,2,1,2,0,2,2,2,2,2,2,2,2,1,2,242,1.5,,2,26
6053,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,294,1.575,,1,70
6054,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,281,1.625,,2,28
6055,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,326,1.6,,2,56
6056,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,351,1.625,,1,23
6057,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,242,1.525,,2,23
6058,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,348,1.475,,1,47
6059,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,197,1.55,,2,22
6060,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,633,1.55,,1,29
6061,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1177,1.475,,1,23
6062,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,415,1.5,,2,42
6063,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,336,1.625,,1,57
6064,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,354,1.55,,2,32
6065,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,190,1.475,,1,26
6066,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,252,1.5,,2,51
6067,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,278,1.575,,1,29
6068,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,1,236,1.425,,2,0
6069,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,180,1.575,,1,48
6070,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,232,1.6,,1,48
6071,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,562,1.6,,1,39
6072,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,194,1.6,,2,47
6073,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,217,1.375,,1,21
6074,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,367,1.45,,1,47
6075,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,553,1.65,,2,25
6076,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,189,1.5,,1,32
6077,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,195,1.525,,1,20
6078,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,0,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,176,1.6,,2,35
6079,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,347,1.6,,1,19
6080,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,267,1.5,,2,27
6081,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,271,1.5,,1,26
6082,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,0,2,1,2,2,1,190,1.525,,1,18
6083,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,258,1.5,,2,54
6084,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,369,1.4,,2,60
6085,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,350,1.45,,1,25
6086,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,305,1.475,,1,25
6087,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,201,1.525,,1,34
6088,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,281,1.525,,1,22
6089,1,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,205,1.525,,2,47
6090,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,863,1.575,,2,33
6091,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,144,1.475,,1,17
6092,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,321,1.55,,2,50
6093,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,183,1.5,,1,25
6094,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,282,1.65,,1,32
6095,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,156,1.55,,1,30
6096,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,248,1.525,,2,18
6097,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,284,1.375,,1,33
6098,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,183,1.6,,1,59
6099,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,293,1.5,,1,18
6100,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,0,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,304,1.425,,1,19
6101,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,192,1.55,,1,37
6102,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,0,1,2,208,1.4,,2,33
6103,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,214,1.55,,2,41
6104,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,228,1.6,,1,58
6105,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,191,1.5,,1,29
6106,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,357,1.55,,1,29
6107,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,335,1.575,,1,37
6108,2,2,2,1,2,1,1,1,2,2,2,0,2,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,216,1.4,,1,18
6109,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,191,1.525,,1,19
6110,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,389,1.575,,1,29
